day,energy_sum,LCLid,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,weather_cluster,Bank holidays,Type,holiday_ind,Year,Month
2013-08-23,41822.8869952,5253,7.961714638339997,19.51,310,15.99,0.56,2.57,1010.79,18.79,5.58,0.9,13.18,19.59,3.0,13.18,14.94,18.51,14.94,0.62,2,,,0,2013,8
2013-08-24,44204.1169935,5251,8.418228336221672,22.74,18,14.34,0.5,2.66,1012.96,22.74,10.07,0.83,16.37,22.74,4.0,16.37,13.18,22.74,13.18,0.66,1,,,0,2013,8
2013-08-25,43407.0290014,5251,8.26643096579699,24.32,42,13.13,0.38,2.65,1018.33,24.32,11.27,0.69,12.82,24.32,4.0,12.82,16.37,24.32,16.37,0.69,1,,,0,2013,8
2013-08-26,42780.0609992,5250,8.148583047466667,22.78,3,10.67,0.23,1.89,1018.6,22.78,11.3,0.69,12.45,22.78,4.0,12.45,12.82,22.78,12.82,0.72,1,2013-08-26,Summer bank holiday,1,2013,8
2013-08-27,42187.8119982,5251,8.03424338187012,23.38,358,11.23,0.37,0.85,1022.24,23.38,11.52,0.69,14.16,23.38,4.0,14.16,12.45,23.38,12.45,0.75,1,,,0,2013,8
2013-08-28,41771.315002200005,5252,7.9534110819116535,23.19,257,9.62,0.31,2.75,1021.8,23.19,11.65,0.56,15.34,23.19,4.0,15.34,14.16,23.19,14.16,0.78,1,,,0,2013,8
2013-08-29,41412.9819978,5252,7.885183167897944,24.03,249,12.18,0.31,3.91,1019.63,24.03,12.78,0.64,14.22,24.03,3.0,14.22,15.34,24.03,15.34,0.81,1,,,0,2013,8
2013-08-30,41971.2189992,5252,7.991473533739527,19.87,333,8.51,0.12,3.37,1025.01,19.87,13.86,0.6,10.17,19.87,4.0,10.17,14.22,19.87,14.22,0.84,1,,,0,2013,8
2013-08-31,42410.5509995,5250,8.078200190380953,21.07,272,8.36,0.33,3.36,1029.46,21.07,14.79,0.63,11.88,21.07,3.0,11.88,10.17,21.07,10.17,0.87,1,,,0,2013,8
2013-09-01,45008.6869926,5249,8.5747165160221,24.94,278,12.37,0.33,3.28,1027.0,24.94,14.03,0.7,14.04,24.94,3.0,14.04,11.88,24.94,11.88,0.9,1,,,0,2013,9
2013-09-02,42965.9999981,5251,8.18244143936393,23.92,238,14.63,0.33,0.5,1027.04,23.92,12.67,0.76,14.09,23.92,3.0,14.09,14.04,23.92,14.04,0.93,1,,,0,2013,9
2013-09-03,42928.0959977,5251,8.175223004703867,27.04,119,14.8,0.1,1.86,1021.14,27.31,11.2,0.75,15.54,27.31,4.0,15.46,14.09,27.04,14.09,0.96,1,,,0,2013,9
2013-09-04,42918.9339953,5249,8.176592492912937,28.49,316,15.23,0.12,0.78,1011.32,28.59,9.08,0.71,15.05,28.59,4.0,15.05,15.46,28.49,15.54,0.99,1,,,0,2013,9
2013-09-05,43172.9849982,5248,8.226559641425306,18.32,238,12.51,0.39,1.92,1008.5,17.04,11.17,0.81,11.39,18.32,2.0,11.39,13.26,17.04,13.26,0.03,1,,,0,2013,9
2013-09-06,44332.9249988,5243,8.455640854243754,17.7,195,9.56,0.26,3.43,1013.82,17.7,12.6,0.75,9.13,17.7,4.0,9.13,11.39,17.7,11.39,0.06,1,,,0,2013,9
2013-09-07,44443.1109957,5244,8.475040235640732,16.86,211,8.91,0.37,2.74,1017.99,16.86,12.57,0.8,8.03,16.86,2.0,9.2,9.13,16.86,9.13,0.1,2,,,0,2013,9
2013-09-08,47252.7379981,5246,9.007384292432329,10.63,264,8.26,0.03,1.61,1018.08,10.29,10.3,0.88,7.53,10.63,4.0,9.38,9.2,10.29,8.03,0.13,2,,,0,2013,9
2013-09-09,47010.5309989,5245,8.962922974051478,16.65,312,8.89,0.64,4.22,1020.2,16.65,11.54,0.77,12.47,16.65,2.0,12.47,9.38,16.65,7.53,0.17,0,,,0,2013,9
2013-09-10,46568.514998,5243,8.882036047682623,16.49,322,9.98,0.75,4.01,1020.96,16.49,11.72,0.77,12.58,16.49,2.0,12.58,12.47,16.49,12.47,0.21,0,,,0,2013,9
2013-09-11,47240.464997,5241,9.013635755962603,18.02,253,12.51,0.72,1.24,1019.29,18.02,9.24,0.87,15.33,18.02,2.0,15.33,12.58,18.02,12.58,0.24,2,,,0,2013,9
2013-09-12,45718.4369986,5237,8.729890585946153,18.09,255,15.51,1.0,0.97,1017.09,18.3,5.91,0.95,7.1,18.3,2.0,9.3,14.78,18.09,14.82,0.28,2,,,0,2013,9
2013-09-13,47114.1699957,5237,8.996404429196105,13.85,335,9.98,0.69,2.95,1015.54,13.85,9.64,0.89,5.13,13.85,2.0,6.72,9.3,13.85,7.1,0.32,2,,,0,2013,9
2013-09-14,49649.0780019,5237,9.480442620183311,15.36,233,9.32,0.41,4.65,1010.26,14.82,9.93,0.86,5.59,15.36,2.0,8.24,6.72,14.82,5.13,0.36,0,,,0,2013,9
2013-09-15,52692.007998400004,5234,10.06725410745128,14.08,266,5.26,0.31,5.55,1002.85,14.08,13.55,0.67,5.6,14.08,2.0,8.19,8.24,14.08,5.59,0.39,0,,,0,2013,9
2013-09-16,47656.947998100004,5233,9.107003248251482,13.7,243,8.37,0.61,3.33,1000.28,13.08,11.44,0.84,10.77,13.7,2.0,10.77,8.19,13.08,5.6,0.43,2,,,0,2013,9
2013-09-17,49213.2120027,5232,9.406194954644494,15.18,302,8.8,0.61,3.44,1003.41,15.18,11.18,0.78,6.46,15.18,2.0,8.33,10.77,15.18,10.77,0.46,2,,,0,2013,9
2013-09-18,47291.8990022,5233,9.03724421979744,15.84,239,9.46,0.49,3.76,1010.33,15.86,11.99,0.84,8.16,15.86,2.0,9.84,8.33,15.84,6.46,0.49,2,,,0,2013,9
2013-09-19,48515.3789948,5225,9.285239999004784,18.41,276,9.13,0.51,2.45,1017.72,18.41,12.5,0.75,10.33,18.41,2.0,10.33,9.84,18.41,8.16,0.54,1,,,0,2013,9
2013-09-20,46830.2449967,5225,8.962726315157894,18.18,220,12.37,0.56,2.8,1024.26,18.24,10.83,0.87,16.61,18.24,2.0,16.43,10.33,18.18,10.33,0.57,2,,,0,2013,9
2013-09-21,48109.673001,5220,9.21641245229885,18.84,253,15.16,0.69,1.96,1027.75,18.89,10.57,0.9,13.03,18.89,2.0,13.03,14.25,18.84,14.25,0.6,2,,,0,2013,9
2013-09-22,50560.376997700005,5219,9.687751867733283,19.64,135,13.87,0.52,0.88,1024.98,19.64,9.43,0.89,11.53,19.64,2.0,11.53,13.03,19.64,13.03,0.64,2,,,0,2013,9
2013-09-23,46886.9749943,5219,8.983900171354666,21.47,93,13.61,0.17,1.18,1016.64,21.47,4.39,0.89,13.67,21.47,3.0,13.67,11.53,21.47,11.53,0.67,2,,,0,2013,9
2013-09-24,45293.7060025,5220,8.67695517289272,20.87,73,14.34,0.36,0.51,1011.86,20.87,3.75,0.86,13.96,20.87,2.0,13.96,13.67,20.87,13.67,0.7,1,,,0,2013,9
2013-09-25,45467.718996,5220,8.7102909954023,18.88,73,11.82,0.51,3.1,1016.43,18.88,10.07,0.79,10.58,18.88,2.0,10.58,13.12,18.88,13.12,0.73,1,,,0,2013,9
2013-09-26,45144.1979965,5220,8.64831379243295,16.99,85,10.18,0.36,3.45,1016.27,16.99,13.39,0.8,12.43,16.99,2.0,12.43,10.58,16.99,10.58,0.76,2,,,0,2013,9
2013-09-27,45266.4929991,5216,8.67839206271089,18.36,81,11.73,0.17,4.46,1009.88,18.36,9.78,0.81,13.57,18.36,2.0,13.57,12.43,18.36,12.43,0.79,0,,,0,2013,9
2013-09-28,47767.5270024,5219,9.15262061743629,17.36,70,11.37,0.45,4.76,1006.89,17.36,12.25,0.79,13.44,17.36,2.0,13.44,13.44,17.36,13.44,0.82,0,,,0,2013,9
2013-09-29,50116.1070024,5219,9.60262636566392,18.81,84,11.64,0.37,3.68,1006.77,18.81,12.6,0.79,11.76,18.81,2.0,11.76,13.21,18.81,13.21,0.85,1,,,0,2013,9
2013-09-30,46967.9689928,5218,9.001143923495592,17.28,96,11.33,0.54,4.02,1009.02,17.28,9.11,0.82,13.62,17.28,2.0,13.62,11.76,17.28,11.76,0.88,2,,,0,2013,9
2013-10-01,47251.6419934,5210,9.069413050556623,19.02,120,13.64,0.59,3.51,1010.58,19.1,7.87,0.87,14.03,19.1,2.0,14.03,13.62,19.02,13.62,0.91,2,,,0,2013,10
2013-10-02,47319.0849967,5211,9.080615044463634,18.45,124,14.91,0.43,3.37,1008.9,18.68,7.03,0.93,16.82,18.68,2.0,16.62,14.03,18.45,14.03,0.94,2,,,0,2013,10
2013-10-03,47090.5389985,5209,9.040226338740641,20.82,208,15.39,0.62,4.04,1009.01,20.84,11.68,0.87,13.67,20.84,1.0,13.67,15.23,20.82,15.23,0.98,2,,,0,2013,10
2013-10-04,46125.5040008,5209,8.854963332846996,17.94,279,13.26,0.49,1.58,1019.72,17.94,11.91,0.87,8.76,17.94,1.0,8.76,13.67,17.94,13.67,0.01,2,,,0,2013,10
2013-10-05,48529.3309942,5208,9.318227917473118,19.19,237,10.39,0.41,1.53,1025.61,19.19,11.14,0.82,10.37,19.19,1.0,10.37,8.76,19.19,8.76,0.05,1,,,0,2013,10
2013-10-06,49710.4749919,5206,9.548689011121782,18.57,234,12.14,0.47,2.43,1025.51,18.57,8.71,0.87,13.36,18.57,1.0,13.36,10.37,18.57,10.37,0.08,2,,,0,2013,10
2013-10-07,47464.0149925,5206,9.11717537312716,19.62,250,13.79,0.55,3.13,1024.75,19.62,10.3,0.85,13.51,19.62,1.0,13.51,13.36,19.62,13.36,0.12,2,,,0,2013,10
2013-10-08,46474.4779986,5205,8.928814216829972,16.48,287,9.58,0.55,3.89,1019.97,16.48,12.46,0.76,4.19,16.48,1.0,7.6,9.04,16.48,6.37,0.16,1,,,0,2013,10
2013-10-09,47366.2530036,5204,9.101893351960031,11.82,330,3.67,0.45,6.07,1018.36,11.82,12.41,0.68,5.62,11.82,1.0,8.66,7.6,11.82,4.19,0.19,0,,,0,2013,10
2013-10-10,49273.7919954,5207,9.462990588707509,13.16,13,8.97,0.77,5.86,1017.55,13.16,10.25,0.86,7.61,13.16,1.0,9.39,8.66,13.16,5.62,0.23,0,,,0,2013,10
2013-10-11,52283.9840027,5209,10.037240161777692,14.17,49,8.53,0.43,2.36,1018.13,14.17,10.62,0.83,7.43,14.17,1.0,8.46,8.46,14.17,7.6,0.27,2,,,0,2013,10
2013-10-12,50846.734996600004,5208,9.763197964016898,11.47,281,8.92,0.58,3.78,1010.8,11.47,9.38,0.92,6.28,11.47,1.0,8.62,8.87,11.47,6.46,0.31,2,,,0,2013,10
2013-10-13,58046.724991,5206,11.14996638321168,11.34,239,8.1,0.66,3.71,1007.43,11.34,9.69,0.91,6.51,11.34,1.0,8.75,8.62,11.34,6.28,0.34,2,,,0,2013,10
2013-10-14,53126.9789993,5205,10.20691239179635,12.58,289,8.44,0.45,2.97,1010.38,12.58,9.27,0.88,6.42,12.58,1.0,6.76,8.75,12.58,6.51,0.38,2,,,0,2013,10
2013-10-15,51040.7019984,5201,9.813632378081138,14.87,194,8.97,0.44,1.84,1010.46,14.87,7.15,0.91,11.82,14.87,1.0,11.82,6.76,14.87,6.42,0.42,2,,,0,2013,10
2013-10-16,52763.3940001,5199,10.148758222754376,17.29,249,11.19,0.26,4.15,1013.27,17.29,12.36,0.84,10.5,17.29,1.0,10.5,11.82,17.29,11.82,0.45,2,,,0,2013,10
2013-10-17,50069.4940018,5195,9.638016169740135,17.16,136,12.04,0.49,2.76,1014.16,17.16,8.75,0.91,13.21,17.16,1.0,13.21,10.5,17.16,10.5,0.48,2,,,0,2013,10
2013-10-18,49509.1429998,5197,9.526485087512027,17.52,182,13.38,0.52,3.06,1005.58,17.52,11.31,0.91,13.18,17.52,1.0,13.18,13.21,17.52,13.21,0.52,2,,,0,2013,10
2013-10-19,50874.988999,5197,9.789299403309602,17.04,199,12.21,0.42,4.29,1005.32,17.04,11.57,0.89,12.16,17.04,1.0,12.16,12.16,17.04,12.16,0.55,2,,,0,2013,10
2013-10-20,53710.786002,5195,10.338938595187681,17.53,194,13.38,0.53,4.81,1005.88,17.53,11.25,0.87,16.32,17.53,1.0,16.32,13.26,17.53,13.26,0.58,0,,,0,2013,10
2013-10-21,50072.9749991,5195,9.638686236592877,18.03,180,14.21,0.44,4.84,997.55,18.04,11.67,0.86,13.79,18.04,1.0,13.79,13.79,18.03,13.79,0.61,0,,,0,2013,10
2013-10-22,49179.765999200004,5196,9.464928021401079,16.53,226,10.86,0.34,5.29,998.6,16.53,12.42,0.8,6.83,16.53,1.0,6.83,9.99,16.53,8.92,0.65,0,,,0,2013,10
2013-10-23,48472.6899994,5194,9.332439352984212,16.91,137,9.37,0.36,2.1,1013.45,16.91,12.05,0.86,13.14,16.91,1.0,13.14,6.83,16.91,6.83,0.68,2,,,0,2013,10
2013-10-24,48649.6899953,5195,9.364714147314727,18.47,188,13.26,0.47,4.14,1005.16,18.47,10.91,0.86,14.39,18.47,1.0,14.39,13.16,18.47,13.16,0.7,2,,,0,2013,10
2013-10-25,48513.4499966,5194,9.340286868810166,16.66,215,12.75,0.49,6.35,1004.52,16.66,11.31,0.85,11.66,16.66,1.0,11.66,14.34,16.66,14.34,0.73,0,,,0,2013,10
2013-10-26,50844.6309996,5194,9.789108779283788,15.87,225,10.34,0.32,7.05,996.66,15.87,11.18,0.81,11.7,15.87,1.0,11.7,11.66,15.87,11.66,0.76,0,,,0,2013,10
2013-10-28,52311.917006200005,5196,10.067728446150886,16.06,234,9.18,0.49,7.68,992.5,13.97,11.2,0.81,4.84,16.08,1.0,7.67,9.0,13.97,6.58,0.8,0,,,0,2013,10
2013-10-29,52456.414997600004,5195,10.09748123149182,12.38,256,5.21,0.25,4.77,1010.58,12.38,13.66,0.77,2.27,12.38,1.0,4.47,6.86,12.38,4.43,0.83,0,,,0,2013,10
2013-10-30,52573.002997,5193,10.123821104756404,13.57,219,6.24,0.33,3.67,1020.1,13.57,13.36,0.8,12.03,13.57,1.0,12.03,4.47,13.57,2.27,0.86,2,,,0,2013,10
2013-10-31,52779.7909991,5191,10.167557503197841,13.11,217,10.68,0.74,4.42,1016.56,12.59,11.36,0.89,11.48,13.11,1.0,11.48,11.61,12.59,11.61,0.89,2,,,0,2013,10
2013-11-01,51909.7569964,5191,9.999953187516857,13.97,203,10.82,0.55,2.95,1008.97,13.97,11.57,0.89,10.47,13.97,1.0,10.47,11.48,13.97,11.48,0.93,2,,,0,2013,11
2013-11-02,52779.5390043,5193,10.163593106932408,15.08,230,8.58,0.43,4.55,998.6,15.08,9.46,0.82,3.89,15.08,1.0,7.56,10.27,15.08,10.27,0.96,0,,,0,2013,11
2013-11-03,58391.9749956,5193,11.244362602657423,11.43,244,4.57,0.22,5.3,998.64,11.43,11.99,0.74,2.11,11.43,1.0,6.04,7.56,11.43,3.89,0.0,0,,,0,2013,11
2013-11-04,54583.1440038,5190,10.516983430404624,9.98,319,4.38,0.29,2.94,991.64,7.22,11.14,0.82,2.43,8.24,1.0,4.41,4.78,9.98,2.11,0.03,2,,,0,2013,11
2013-11-05,56566.0410012,5188,10.903246145181187,12.39,255,5.82,0.56,3.96,994.74,12.39,12.1,0.83,6.72,12.39,1.0,9.31,4.41,12.39,2.98,0.07,2,,,0,2013,11
2013-11-06,55318.2659985,5189,10.660679514068221,14.87,231,9.99,0.62,4.86,999.46,14.79,10.19,0.88,7.79,14.87,1.0,9.31,9.31,14.79,6.77,0.11,0,,,0,2013,11
2013-11-07,53415.5929955,5186,10.29996008397609,14.7,253,7.44,0.66,2.89,1006.38,11.0,13.9,0.83,3.63,14.7,1.0,5.29,7.37,11.0,6.25,0.14,2,,,0,2013,11
2013-11-08,55564.0509957,5183,10.720442021165349,11.0,235,6.02,0.5,2.0,1005.53,11.0,12.1,0.9,1.24,11.0,1.0,3.28,5.29,11.0,2.54,0.18,2,,,0,2013,11
2013-11-09,59673.9709986,5187,11.504524965991903,7.06,236,4.11,0.41,1.9,1006.05,7.04,11.43,0.9,1.51,7.04,1.0,4.79,3.28,7.06,1.24,0.22,2,,,0,2013,11
2013-11-10,60946.2270043,5188,11.747537973072475,9.22,301,2.49,0.18,2.61,1015.79,7.3,12.68,0.79,0.71,7.3,1.0,2.53,2.58,9.22,0.71,0.26,2,,,0,2013,11
2013-11-11,58091.2529984,5188,11.197234579491134,12.63,185,7.8,0.65,3.65,1022.52,12.11,7.81,0.91,8.51,12.63,1.0,9.79,2.53,12.11,1.21,0.29,2,,,0,2013,11
2013-11-12,54930.810002700004,5184,10.59622106533565,13.11,313,8.19,0.56,2.26,1026.13,12.36,9.91,0.85,0.39,13.11,1.0,2.11,6.08,12.36,4.61,0.33,2,,,0,2013,11
2013-11-13,56438.9379903,5186,10.882942150077131,9.94,234,3.22,0.45,2.3,1032.0,9.09,12.99,0.82,4.07,9.09,1.0,6.54,2.11,9.94,0.39,0.37,2,,,0,2013,11
2013-11-14,56236.9980066,5185,10.846094118919961,9.62,294,3.61,0.32,4.6,1023.75,6.61,13.18,0.74,1.74,6.61,1.0,4.65,5.18,9.62,2.32,0.4,0,,,0,2013,11
2013-11-15,56935.589994400005,5185,10.980827385612344,9.25,345,1.52,0.27,2.57,1032.71,7.41,13.12,0.72,-0.1,7.41,1.0,1.38,3.33,9.25,1.74,0.43,2,,,0,2013,11
2013-11-16,59544.9459919,5182,11.490726744866846,9.14,272,3.66,0.35,1.4,1031.84,7.92,9.66,0.87,7.59,8.36,1.0,7.59,1.38,9.14,-0.1,0.47,2,,,0,2013,11
2013-11-17,62609.6939985,5180,12.086813513223937,9.57,23,6.73,1.0,0.87,1024.24,9.57,6.41,0.87,8.08,9.57,1.0,8.08,8.28,9.57,7.78,0.5,2,,,0,2013,11
2013-11-18,58210.2879998,5182,11.23317020451563,9.3,278,7.23,0.98,1.77,1010.92,8.46,5.39,0.92,-1.13,8.54,1.0,2.19,7.37,9.3,5.02,0.53,2,,,0,2013,11
2013-11-19,58359.2309944,5173,11.281506088227335,6.78,314,-0.34,0.19,3.57,1013.76,2.24,13.5,0.74,-4.81,4.33,1.0,-1.27,0.6,5.73,-2.23,0.56,0,,,0,2013,11
2013-11-20,62162.7769988,5167,12.030729049506483,6.38,263,0.72,0.52,3.41,1003.95,3.21,12.18,0.85,-0.77,3.21,1.0,3.12,-1.27,6.38,-4.81,0.59,2,,,0,2013,11
2013-11-21,61066.3910066,5162,11.829986634366525,7.91,13,1.82,0.48,4.83,1004.26,4.39,11.96,0.78,0.0,4.39,1.0,3.52,3.12,7.91,-0.77,0.62,0,,,0,2013,11
2013-11-22,60409.584003,5160,11.70728372151163,7.89,4,1.52,0.27,4.31,1017.66,4.74,12.36,0.76,0.61,4.74,1.0,3.41,3.52,7.89,0.0,0.65,0,,,0,2013,11
2013-11-23,61784.0749995,5158,11.978300697848002,7.41,356,2.72,0.46,3.37,1024.21,4.72,11.2,0.82,3.62,4.72,1.0,6.14,3.41,7.41,0.61,0.68,2,,,0,2013,11
2013-11-24,65018.4360083,5138,12.654425069735305,8.02,359,3.17,0.77,3.55,1030.42,5.55,11.78,0.78,1.89,5.55,1.0,4.54,5.06,8.02,2.69,0.71,2,,,0,2013,11
2013-11-25,60453.8730007,5138,11.766032113799143,7.29,349,2.08,0.73,3.33,1037.52,4.63,12.17,0.77,1.41,4.63,1.0,2.98,4.54,7.29,1.89,0.74,2,,,0,2013,11
2013-11-26,59720.0560018,5138,11.623210588127677,7.23,315,0.86,0.47,2.17,1038.71,5.77,12.63,0.72,4.12,5.77,1.0,5.78,2.93,7.23,1.08,0.77,2,,,0,2013,11
2013-11-27,58963.804998,5132,11.489439789166017,10.32,276,6.37,0.88,1.35,1033.95,10.32,6.76,0.89,8.38,10.32,1.0,8.58,5.78,10.32,4.12,0.81,2,,,0,2013,11
2013-11-28,57666.222005100004,5131,11.23878815145196,9.9,324,6.94,0.96,1.23,1034.64,9.38,6.34,0.87,5.31,9.38,0.0,8.04,8.08,9.9,7.97,0.84,2,,,0,2013,11
2013-11-29,57358.6459939,5130,11.181022610896687,10.18,280,4.59,0.62,4.4,1026.65,10.18,11.02,0.77,2.75,10.18,1.0,6.21,6.56,10.18,2.99,0.87,0,,,0,2013,11
2013-11-30,60095.029997900005,5129,11.716714758802887,8.38,330,2.1,0.5,3.68,1027.3,6.01,12.46,0.73,0.21,6.01,1.0,2.43,3.53,8.38,2.19,0.91,0,,,0,2013,11
2013-12-01,63921.9809994,5128,12.465284906279251,9.42,308,3.48,0.55,1.02,1032.9,8.59,11.59,0.83,6.37,8.59,1.0,7.26,2.43,9.42,0.21,0.94,2,,,0,2013,12
2013-12-02,58613.2709943,5127,11.43227442837917,9.42,50,4.41,0.86,1.36,1033.95,8.79,10.7,0.79,4.94,8.79,0.0,6.34,6.59,9.42,6.24,0.98,2,,,0,2013,12
2013-12-03,59572.9449923,5125,11.623989266790243,7.22,304,1.56,0.97,0.96,1029.5,6.44,11.99,0.72,1.58,7.22,0.0,3.66,3.66,6.44,1.58,0.02,2,,,0,2013,12
2013-12-04,59293.794995000004,5125,11.569520974634147,8.91,276,2.22,0.56,2.87,1029.19,6.66,12.25,0.77,-2.54,6.66,1.0,1.08,2.35,8.91,-0.58,0.06,2,,,0,2013,12
2013-12-05,61641.9269994,5127,12.023001170157986,10.29,262,0.94,0.44,6.12,1023.72,10.29,13.37,0.73,-1.27,10.29,1.0,2.73,1.08,10.29,-2.54,0.09,0,,,0,2013,12
2013-12-06,60449.7959962,5120,11.806600780507813,7.85,279,0.71,0.38,3.92,1027.65,5.72,12.67,0.7,4.02,5.72,1.0,6.55,2.73,7.85,-1.27,0.13,0,,,0,2013,12
2013-12-07,62254.2989937,5120,12.159042772207032,8.72,250,5.06,0.47,3.71,1026.6,6.32,11.78,0.85,2.53,6.32,1.0,5.09,6.55,8.72,4.02,0.17,2,,,0,2013,12
2013-12-08,62948.5290096,5121,12.292233745284125,11.24,241,5.36,0.35,4.56,1025.35,11.24,12.87,0.83,3.22,11.24,1.0,6.01,5.09,11.24,2.53,0.2,0,,,0,2013,12
2013-12-09,58487.1419981,5120,11.423269921503906,11.01,227,5.74,0.32,2.69,1028.84,11.01,10.73,0.89,2.06,11.01,1.0,2.06,5.06,11.01,3.17,0.24,2,,,0,2013,12
2013-12-10,59246.4480037,5114,11.585148221294487,9.03,173,3.99,0.23,1.35,1031.32,7.65,4.49,0.91,0.5,7.65,1.0,2.06,2.06,9.03,2.06,0.28,2,,,0,2013,12
2013-12-11,60856.5839994,5110,11.909311937260274,6.4,130,2.51,0.03,1.45,1029.46,6.34,3.48,0.93,-0.88,6.34,1.0,1.52,2.06,6.4,0.46,0.31,2,,,0,2013,12
2013-12-12,60540.1039985,5109,11.849697396457232,8.98,185,4.39,0.16,2.28,1024.86,7.28,3.14,0.94,5.49,7.28,1.0,7.23,1.52,8.98,-0.88,0.35,2,,,0,2013,12
2013-12-13,59250.6399963,5111,11.59276853772256,11.73,199,7.79,0.51,3.44,1019.67,11.73,9.45,0.85,1.16,11.73,1.0,3.79,8.15,11.73,5.42,0.38,2,,,0,2013,12
2013-12-14,61139.1799946,5112,11.959933488771519,11.33,218,5.16,0.35,5.45,1022.45,11.33,12.73,0.81,6.2,11.33,1.0,8.11,3.79,11.33,1.16,0.41,0,,,0,2013,12
2013-12-15,63830.7069962,5110,12.491332093189824,12.54,207,9.59,0.68,6.12,1019.25,12.44,9.14,0.91,11.64,12.54,0.0,11.64,8.11,12.44,6.2,0.44,0,,,0,2013,12
2013-12-16,58063.2890032,5109,11.364902917048346,12.89,218,9.68,0.88,5.57,1016.66,12.89,10.36,0.89,2.72,12.89,0.0,4.61,7.95,12.89,6.56,0.47,0,,,0,2013,12
2013-12-17,59130.1049991,5109,11.573714033881387,7.4,58,4.36,0.6,1.29,1021.59,5.72,9.61,0.9,2.42,7.08,0.0,5.01,4.61,6.48,2.72,0.51,2,,,0,2013,12
2013-12-18,58752.1040027,5110,11.49747632146771,10.29,194,6.47,0.64,5.85,1007.83,10.27,9.7,0.88,2.06,10.29,0.0,5.14,5.01,10.27,2.42,0.54,0,,,0,2013,12
2013-12-19,59518.083004600005,5111,11.645095481236549,9.7,229,3.06,0.36,3.99,1002.06,5.72,13.89,0.78,-0.66,7.07,1.0,2.63,3.68,8.19,0.55,0.57,0,,,0,2013,12
2013-12-20,59750.7689945,5111,11.69062199070632,10.42,219,3.15,0.36,5.52,1018.73,6.39,13.82,0.79,5.58,10.42,1.0,9.41,2.63,9.69,-0.66,0.6,0,,,0,2013,12
2013-12-21,63045.163003300004,5110,12.337605284403132,11.95,213,8.34,0.86,8.91,1012.62,11.95,9.66,0.86,5.14,11.95,0.0,7.96,9.41,11.95,5.58,0.63,0,,,0,2013,12
2013-12-22,61976.2110006,5107,12.135541609672998,10.07,234,3.57,0.25,5.66,1009.77,10.07,12.68,0.73,1.58,10.07,1.0,4.81,4.81,10.07,1.58,0.66,0,,,0,2013,12
2013-12-23,62574.290999000004,5108,12.250252740602976,11.95,199,6.53,0.58,8.48,998.59,11.33,9.98,0.84,5.19,11.95,0.0,8.23,5.14,11.33,2.07,0.69,0,,,0,2013,12
2013-12-24,62267.0930009,5106,12.194886995867607,11.93,212,5.42,0.4,6.67,979.52,6.08,10.86,0.81,0.23,11.93,1.0,3.93,5.43,9.07,2.68,0.72,0,,,0,2013,12
2013-12-25,65337.990991700004,5103,12.803839112620029,7.19,194,2.57,0.03,2.47,984.66,4.9,12.36,0.85,0.38,4.98,1.0,2.87,3.74,7.19,0.23,0.75,2,2013-12-25,Christmas Day,1,2013,12
2013-12-26,60656.9740038,5103,11.886532236684303,7.64,219,2.86,0.49,2.27,995.06,1.93,9.8,0.92,1.46,4.53,0.0,4.29,2.87,4.29,-0.06,0.78,2,2013-12-26,Boxing Day,1,2013,12
2013-12-27,60582.5129967,5104,11.86961461534091,10.99,214,4.83,0.37,7.86,986.81,10.41,11.43,0.75,1.22,10.99,1.0,4.27,7.47,10.41,3.68,0.82,0,,,0,2013,12
2013-12-28,59114.9680009,5103,11.584355869272978,7.81,230,1.72,0.11,3.17,997.47,5.34,13.45,0.77,-2.77,5.34,1.0,0.72,2.86,7.81,0.77,0.85,2,,,0,2013,12
2013-12-29,62181.785996800005,5103,12.18533921160102,7.56,230,1.34,0.12,3.07,1014.89,4.44,14.08,0.84,2.39,4.44,1.0,5.23,0.72,7.15,-2.77,0.89,2,,,0,2013,12
2013-12-30,61293.017999,5103,12.011173427199687,10.22,201,5.98,0.55,6.58,1010.88,10.22,11.35,0.83,4.21,10.22,0.0,6.4,6.4,10.22,4.21,0.93,0,,,0,2013,12
2013-12-31,61733.678005300004,5099,12.107016670974701,10.36,185,5.77,0.59,4.72,1004.27,10.36,12.13,0.85,2.79,10.36,0.0,5.77,5.77,10.36,2.79,0.96,0,,,0,2013,12
2014-01-02,58209.1059975,5101,11.411312683297393,10.75,215,6.02,0.4,4.89,993.31,10.27,12.23,0.82,4.91,10.75,1.0,8.54,6.54,10.27,3.36,0.04,0,,,0,2014,1
2014-01-03,59532.9240021,5101,11.670833954538326,10.49,217,5.08,0.4,7.66,994.51,10.14,10.93,0.78,2.77,10.49,1.0,7.04,7.01,10.14,2.77,0.08,0,,,0,2014,1
2014-01-04,62306.429994,5099,12.219343007256324,9.58,203,5.21,0.61,4.46,993.71,6.66,11.27,0.84,-0.88,6.66,0.0,1.72,4.06,9.58,1.16,0.12,0,,,0,2014,1
