day,energy_sum,LCLid,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,weather_cluster,Bank holidays,Type,holiday_ind,Year,Month
2014-01-05,65490.9570006,5101,12.838846696843756,11.96,192,3.88,0.44,4.4,1000.02,5.02,11.67,0.87,5.02,11.96,1.0,8.78,1.72,8.78,-0.88,0.15,2,,,0,2014,1
2014-01-06,59233.866999,5101,11.612206821995686,12.57,217,7.64,0.58,8.3,994.61,12.37,10.67,0.78,10.23,12.57,1.0,10.23,9.34,12.37,5.91,0.19,0,,,0,2014,1
2014-01-07,58535.209988300005,5101,11.47524210709665,11.38,218,6.63,0.59,7.3,1003.19,11.38,11.36,0.78,4.53,11.38,1.0,7.37,8.98,11.38,5.34,0.22,0,,,0,2014,1
2014-01-08,57119.4479985,5100,11.199891764411765,11.62,204,7.02,0.5,4.15,1011.94,11.62,11.99,0.85,5.8,11.62,1.0,9.25,7.37,11.62,4.53,0.26,2,,,0,2014,1
2014-01-09,57540.240005,5082,11.322361276072412,12.01,245,4.86,0.39,6.03,1006.3,10.29,12.63,0.77,0.34,12.01,1.0,2.68,4.86,10.29,1.6,0.29,0,,,0,2014,1
2014-01-10,58174.5029975,5082,11.447167059720583,10.14,219,4.11,0.4,3.56,1014.26,10.14,13.0,0.85,3.99,10.14,1.0,7.16,2.68,10.14,0.34,0.33,2,,,0,2014,1
2014-01-11,59726.2340081,5080,11.757132678759843,8.59,263,3.31,0.2,2.68,1018.51,5.91,12.05,0.81,-1.79,5.91,1.0,0.38,1.02,8.41,1.02,0.36,2,,,0,2014,1
2014-01-12,65985.649999,5083,12.981634861105647,8.91,147,2.78,0.46,3.25,1016.63,4.08,8.27,0.9,2.68,6.06,1.0,5.42,0.38,7.06,-1.79,0.39,2,,,0,2014,1
2014-01-13,58804.5559974,5082,11.57114443081464,9.72,207,4.52,0.37,4.0,1005.09,6.5,12.44,0.83,-1.16,6.98,1.0,2.05,5.42,9.01,2.68,0.42,2,,,0,2014,1
2014-01-14,58632.552989,5081,11.53956957075379,6.82,247,1.69,0.29,2.5,1004.33,4.1,13.08,0.81,2.59,4.15,1.0,5.11,2.05,6.82,-1.16,0.45,2,,,0,2014,1
2014-01-15,57822.319001,5081,11.380106081676836,11.19,198,7.91,0.77,4.63,998.57,11.19,9.85,0.9,5.64,11.19,1.0,7.94,6.41,11.19,2.89,0.48,2,,,0,2014,1
2014-01-16,56635.1950119,5079,11.150855485705849,10.72,191,6.13,0.58,5.01,990.5,10.17,11.72,0.83,2.83,10.72,1.0,6.43,7.27,10.17,3.91,0.52,0,,,0,2014,1
2014-01-17,57594.4139989,5077,11.344182390959228,8.47,201,5.32,0.47,4.68,990.8,5.71,11.7,0.87,4.62,5.71,1.0,6.59,6.43,8.47,2.83,0.54,2,,,0,2014,1
2014-01-18,59755.6169956,5078,11.767549624970462,9.99,143,5.81,0.35,4.34,991.61,7.53,11.81,0.83,5.27,7.53,1.0,7.47,7.58,9.99,4.83,0.57,0,,,0,2014,1
2014-01-19,54917.3050022,5069,10.833952456539752,9.37,203,3.55,0.33,1.72,995.52,7.39,12.54,0.8,1.3,7.39,1.0,1.3,3.34,8.04,2.11,0.6,2,,,0,2014,1
2014-01-20,58886.1589944,5063,11.630685165791034,8.44,211,2.59,0.17,0.2,1007.71,8.44,9.64,0.89,1.97,8.44,1.0,1.97,1.3,8.44,1.3,0.63,2,,,0,2014,1
2014-01-21,58692.0470042,5072,11.571775828903785,7.66,157,2.76,0.37,2.19,1010.13,6.26,6.36,0.89,2.42,6.26,1.0,5.76,1.97,7.66,1.97,0.66,2,,,0,2014,1
2014-01-22,57357.4670007,5076,11.29973739178487,10.02,196,5.54,0.69,2.13,1006.71,10.02,10.2,0.87,0.68,10.02,1.0,3.35,6.12,10.02,3.08,0.7,2,,,0,2014,1
2014-01-23,58304.3950054,5074,11.490814939968468,8.44,270,2.54,0.32,3.98,1012.39,4.93,11.49,0.82,0.19,4.93,1.0,2.76,3.35,8.44,0.25,0.73,2,,,0,2014,1
2014-01-24,58734.3779992,5068,11.58926164151539,8.01,166,2.88,0.54,2.43,1013.91,5.72,11.99,0.83,4.28,5.72,1.0,6.98,2.76,8.01,0.19,0.76,2,,,0,2014,1
2014-01-25,59937.7640039,5068,11.826709550887925,11.77,254,5.34,0.44,4.0,1012.46,11.77,8.71,0.83,1.29,11.77,1.0,4.25,5.68,11.77,1.76,0.8,2,,,0,2014,1
2014-01-26,65616.3799958,5069,12.944639967607024,9.03,233,2.39,0.4,4.55,1002.1,5.99,11.97,0.79,-2.02,5.99,1.0,2.56,3.26,9.03,-1.3,0.84,0,,,0,2014,1
2014-01-27,60617.3730066,5068,11.960807617719022,7.95,234,1.44,0.38,5.29,989.87,4.34,12.68,0.79,1.43,4.34,1.0,4.81,2.56,7.95,-2.02,0.87,0,,,0,2014,1
2014-01-28,58433.611006,5064,11.53902271050553,9.12,180,3.59,0.61,4.32,985.33,6.34,11.94,0.83,1.21,6.34,1.0,4.76,5.03,9.12,1.96,0.91,0,,,0,2014,1
2014-01-29,60791.8300015,5065,12.002335637018756,5.46,97,3.05,0.93,4.25,993.99,1.36,9.53,0.9,0.36,2.53,1.0,3.66,3.72,4.79,0.18,0.95,2,,,0,2014,1
2014-01-30,60183.7909991,5063,11.886982223800118,5.94,65,3.08,0.81,1.52,1001.76,5.86,6.63,0.91,0.29,5.86,1.0,1.97,3.0,5.94,0.61,0.98,2,,,0,2014,1
2014-01-31,60991.7339961,5061,12.051320686840546,8.83,177,3.93,0.73,4.74,998.51,3.13,7.08,0.91,1.1,5.27,1.0,4.83,1.97,7.08,0.29,0.03,2,,,0,2014,1
2014-02-01,60309.4389968,5059,11.921217433643013,9.72,217,3.18,0.19,6.97,990.08,4.27,11.6,0.76,2.81,6.86,1.0,6.24,4.83,8.32,1.1,0.06,0,,,0,2014,2
2014-02-02,62073.215994700004,5050,12.291725939544556,9.3,221,2.63,0.22,4.75,1005.39,6.48,12.89,0.72,2.02,6.48,1.0,4.97,5.79,9.3,3.21,0.1,0,,,0,2014,2
2014-02-03,57943.8609998,5051,11.471760245456347,7.99,139,2.86,0.47,4.92,1003.89,4.59,12.5,0.79,1.12,4.59,1.0,4.22,4.97,7.99,1.96,0.13,0,,,0,2014,2
2014-02-04,57019.3649905,5051,11.288727972777668,8.88,172,2.69,0.42,5.3,996.87,5.63,12.05,0.75,1.03,5.63,1.0,5.54,4.22,8.88,1.12,0.17,0,,,0,2014,2
2014-02-05,58487.1919976,5041,11.602299543265225,9.64,193,4.06,0.73,7.86,982.2,5.86,10.91,0.77,3.56,5.86,1.0,7.01,5.54,9.64,1.03,0.2,0,,,0,2014,2
2014-02-06,58721.4640051,5043,11.644153084493357,9.81,198,4.96,0.67,4.98,989.9,6.87,10.53,0.82,-0.86,7.34,1.0,4.13,5.86,9.77,1.96,0.24,0,,,0,2014,2
2014-02-07,56288.1200039,5040,11.168277778551587,9.81,235,4.16,0.63,3.98,988.77,5.7,10.85,0.79,3.65,8.44,1.0,7.03,4.13,8.97,-0.86,0.27,0,,,0,2014,2
2014-02-08,59307.1409988,5039,11.769625123794404,9.13,207,3.99,0.47,8.53,979.25,5.08,11.2,0.77,1.84,5.67,1.0,6.69,6.81,9.01,2.19,0.3,0,,,0,2014,2
2014-02-09,62500.7290139,5035,12.413253031559087,8.18,231,0.82,0.52,8.05,984.71,3.91,12.71,0.66,1.38,3.91,1.0,4.23,4.78,8.18,1.38,0.33,0,,,0,2014,2
2014-02-10,57678.5529992,5035,11.455521946216486,8.78,232,3.01,0.55,1.66,992.84,7.07,11.81,0.84,-0.57,7.07,1.0,2.77,4.08,8.78,0.89,0.36,2,,,0,2014,2
2014-02-11,58597.004997000004,5033,11.642560102722035,7.51,223,1.32,0.41,4.62,996.66,4.06,12.39,0.76,-1.2,4.06,1.0,3.03,2.77,7.51,-0.57,0.39,0,,,0,2014,2
2014-02-12,59746.3759909,5031,11.875646191790896,8.83,210,1.94,0.59,7.24,994.27,4.73,11.8,0.75,0.05,4.73,1.0,4.14,3.03,8.83,-1.2,0.42,0,,,0,2014,2
2014-02-13,57689.313,5029,11.47132889242394,7.37,240,-0.01,0.36,5.83,992.43,3.42,13.04,0.68,0.16,3.42,1.0,3.47,4.09,7.37,0.05,0.45,0,,,0,2014,2
2014-02-14,60492.9680049,5031,12.024044524925463,12.02,186,3.99,0.67,6.6,990.31,12.02,11.17,0.81,3.29,12.02,1.0,8.21,3.47,12.02,0.45,0.48,0,,,0,2014,2
2014-02-15,58602.3329986,5019,11.676097429487946,9.9,233,2.95,0.35,9.96,988.63,5.79,12.38,0.69,-1.03,5.79,1.0,2.34,5.38,9.9,1.77,0.52,0,,,0,2014,2
2014-02-16,59125.8629969,5018,11.782754682522919,9.98,235,1.76,0.13,3.34,1006.7,7.88,12.78,0.76,2.84,7.88,2.0,4.89,2.34,9.98,-1.03,0.55,2,,,0,2014,2
2014-02-17,56002.001997700005,5016,11.164673444517545,10.67,175,5.02,0.56,4.07,1007.8,10.67,10.32,0.83,4.97,10.67,1.0,7.64,4.89,10.67,2.84,0.58,2,,,0,2014,2
2014-02-18,54955.5819903,5009,10.971367935775604,10.13,201,6.23,0.57,3.06,1008.67,10.13,11.49,0.87,2.65,10.13,1.0,5.19,5.85,10.13,3.83,0.61,2,,,0,2014,2
2014-02-19,54358.0600004,5008,10.854245207747605,10.13,228,5.62,0.64,3.29,1011.57,10.13,9.95,0.87,6.53,10.13,1.0,8.56,5.19,10.13,2.65,0.64,2,,,0,2014,2
2014-02-20,53839.2929963,5006,10.754952656072712,12.5,216,7.23,0.61,5.38,1001.54,12.5,10.61,0.84,0.19,12.5,1.0,3.59,6.34,12.5,3.95,0.68,0,,,0,2014,2
2014-02-21,53483.922997,5004,10.688234012190248,10.15,233,1.83,0.22,5.42,1003.42,10.15,13.31,0.72,1.59,10.15,1.0,4.72,3.59,10.15,0.19,0.71,0,,,0,2014,2
2014-02-22,54919.3450007,5006,10.970704155153815,11.63,228,2.64,0.25,4.77,1009.09,11.63,13.07,0.71,4.58,11.63,2.0,7.52,4.72,11.63,1.59,0.75,0,,,0,2014,2
2014-02-23,58345.4329948,4998,11.67375610140056,11.94,200,6.17,0.66,7.1,1010.37,11.94,12.33,0.76,5.52,11.94,1.0,7.99,8.67,11.94,5.53,0.78,0,,,0,2014,2
2014-02-24,52867.660003900004,4994,10.586235483360033,14.23,183,6.03,0.5,5.02,1005.19,14.23,13.0,0.74,4.78,14.23,1.0,8.25,7.99,14.23,5.52,0.82,0,,,0,2014,2
2014-02-25,52330.1099987,4995,10.476498498238238,11.43,202,5.06,0.62,5.69,1000.65,10.31,12.09,0.78,1.67,11.43,1.0,4.17,6.79,10.31,3.89,0.86,0,,,0,2014,2
2014-02-26,51804.1999946,4993,10.37536551063489,11.29,227,2.74,0.26,3.82,1012.73,11.29,13.0,0.73,3.03,11.29,2.0,6.01,4.17,11.29,1.67,0.9,0,,,0,2014,2
2014-02-27,52580.878998600005,4990,10.537250300320641,10.31,224,3.08,0.32,4.14,1007.02,10.31,12.04,0.74,0.82,10.31,2.0,3.43,3.93,10.31,1.41,0.93,0,,,0,2014,2
2014-02-28,1056.0759997999999,4987,0.21176579101664325,7.35,61,3.11,0.67,2.24,998.92,4.51,10.8,0.86,0.76,4.51,1.0,3.05,3.43,7.35,0.82,0.97,2,,,0,2014,2
